序號,機關代碼,機關名稱,網站名稱,網址,標章等級,登錄日期,標章狀態
1,A07080400D,財政部關務署高雄關,Kaohsiung Customs,https://ekaohsiung.customs.gov.tw/,A,106/12/25,啟用
2,A21040000I,衛生福利部國民健康署,衛生福利部國民健康署戒菸治療管理中心,http://ttc.hpa.gov.tw/default.aspx,AA,106/12/25,啟用
3,397350000A,高雄市政府客家事務委員會,高雄市政府客家事務委員會,http://chakcg.kcg.gov.tw,A,106/12/25,啟用
4,A07080200D,財政部關務署臺北關,Taipei Customs,https://etaipei.customs.gov.tw/,A,106/12/25,啟用
5,397810000A,高雄市梓官區公所,高雄市梓官區公所中文網站,http://tzukuan.kcg.gov.tw/,AA,106/12/25,啟用
6,0,民間團體,台新匯利率服務網,https://ac.taishinbank.com.tw/AW2/index.html,A,106/12/26,啟用
7,A25000000E,文化部,文化部外文網站(日文版),http://jp.moc.gov.tw/,A,106/12/26,啟用
8,397144100I,高雄市鳥松區衛生所,高雄市鳥松區衛生所,http://nis.kcg.gov.tw,A,106/12/26,啟用
9,A21002200J,衛生福利部雲林教養院,衛生福利部雲林教養院,https://yleni.mohw.gov.tw,A,106/12/26,啟用
10,A07080000D,財政部關務署,財政部關務署關務資料開放平臺,https://data.customs.gov.tw/,A,106/12/26,啟用
11,380020100A,桃園市政府孔廟忠烈祠聯合管理所,桃園市政府孔廟忠烈祠聯合管理所,http://confucius.tycg.gov.tw/,A,106/12/26,啟用
12,382520000A,新北市三重區公所,新北市三重區公所三重好吃好玩好方便,https://www.sanchonglife.com/,AA,106/12/27,啟用
13,A07080000D,財政部關務署,關務署-高雄關(中文),https://kaohsiung.customs.gov.tw/,A,106/12/27,啟用
14,313020000G,經濟部工業局,經濟部工業局電動機車產業網,https://www.lev.org.tw/default.asp,A,106/12/27,啟用
15,376570000A,基隆市政府,基隆市政府社會處社會救助金專戶線上捐款,https://donation.klcg.gov.tw,AA,106/12/27,啟用
16,345020000G,行政院農業委員會漁業署,行政院農業委員會漁業署,https://www.fa.gov.tw,A,106/12/27,啟用
17,313020000G,經濟部工業局,經濟部工業局產業創新騰龍搶珠計畫,http://www.taiwan-innovation.org.tw,A,106/12/28,啟用
18,A07320000N,臺灣土地銀行股份有限公司,臺灣土地銀行簡易功能網路ATM,https://eatm.landbank.com.tw:8443/account/login,AA,106/12/28,啟用
19,0,民間團體,遠東商銀金融友善服務專區,https://ebank.feib.com.tw/Accessible,A,106/12/28,啟用
20,397550000A,高雄市三民區公所,高雄市三民區公所全球資訊網,http://smd.kcg.gov.tw/,AA,106/12/28,啟用
21,397023200A,高雄市鳳山區第一戶政事務所,高雄市鳳山區第一戶政事務所,http://fongshan-house.kcg.gov.tw/,AA,106/12/29,啟用
22,0,民間團體,政治大學iConcern校園議題討論區,https://nccu.iconcern.tw,A,107/1/1,啟用
23,A41000000G,國家發展委員會,國家發展委員會-公共政策網路參與平臺(南投縣版本),https://nantou.join.gov.tw/policies/index,A,107/1/2,啟用
24,397210200A,高雄市政府公務人力發展中心,高雄市政府公務人力發展中心,http://khhrdi.kcg.gov.tw,A,107/1/2,啟用
25,355000000I,行政院環境保護署,行政院環境保護署資源回收電子報網,https://r-paper.epa.gov.tw,A,107/1/2,啟用
26,380020000A,桃園市政府民政局,桃園市政府民政局,http://cab.tycg.gov.tw/,A,107/1/2,啟用
27,383111000G,高雄市政府工務局違章建築處理大隊,高雄市政府工務局違章建築處理大隊,http://pwib.kcg.gov.tw/big5/Main/index.aspx,AA,107/1/2,啟用
28,313050000G,經濟部中小企業處,經濟部中小企業處全球資訊網,https://www.moeasmea.gov.tw,AA,107/1/2,啟用
29,A41000000G,國家發展委員會,國家發展委員會-公共政策網路參與平臺(臺北市版本),https://taipei.join.gov.tw/idea/index,A,107/1/2,啟用
30,A09670000Q,國立臺南大學,國立臺南大學研究發展處,http://www2.nutn.edu.tw/randd/,AA,107/1/3,啟用
31,A17020600J,勞動部勞動力發展署技能檢定中心,勞動部勞動力發展署技能檢定中心技能競賽國際英文網站,https://wsc.wda.gov.tw,A,107/1/3,啟用
32,0,民間團體,文藻外語大學,http://www.wzu.edu.tw,AA,107/1/3,啟用
33,A01011100C,內政部警政署保安警察第一總隊,內政部警政署保安警察第一總隊,https://www.spfh.gov.tw/,A,107/1/4,啟用
34,A21040000I,衛生福利部國民健康署,國民健康署健康九九網站,http://health99.hpa.gov.tw/,AA,107/1/4,啟用
35,376562200I,澎湖縣家畜疾病防治所,澎湖縣家畜疾病防治所,https://www.phldcc.gov.tw/index.jsp,A,107/1/4,啟用
36,A21040000I,衛生福利部國民健康署,衛生福利部國民健康署遺傳疾病諮詢服務窗口,http://gene.hpa.gov.tw/,A,107/1/5,啟用
37,376491524A,雲林縣虎尾戶政事務所,雲林縣虎尾戶政事務所,https://huwei.household.yunlin.gov.tw/,AA,107/1/9,啟用
38,376491521A,雲林縣斗六戶政事務所,雲林縣斗六戶政事務所,https://douliou.household.yunlin.gov.tw/,AA,107/1/9,啟用
39,376491523A,雲林縣西螺戶政事務所,雲林縣西螺戶政事務所,https://siluo.household.yunlin.gov.tw/,AA,107/1/9,啟用
40,380560000A,桃園市蘆竹區公所,桃園市蘆竹區公所,http://www.luzhu.tycg.gov.tw/,A,107/1/9,啟用
41,379146000I,臺北市萬華區健康服務中心,萬華健康城市,http://www.wanhua-healthycity-taipei.org.tw/,A,107/1/10,啟用
42,A07080200D,財政部關務署臺北關,關務署-臺北關(中文),https://taipei.customs.gov.tw,A,107/1/10,啟用
43,0,民間團體,臺灣企銀友善專區網路ATM,https://nnb.tbb.com.tw/TBBeATMAppsWeb/accessiblePages/accessibleInit.jsp,AAA,107/1/11,啟用
44,0,民間團體,成功大學iConcern校園議題討論區,https://ncku.iconcern.tw,A,107/1/11,啟用
45,315080000H,交通部觀光局,中華民國交通部觀光局兒童網站,https://child.taiwan.net.tw/,A,107/1/12,啟用
46,A25100000E,國立臺灣史前文化博物館,國立臺灣史前文化博物館南科出土文物保存與管理系統,http://stspcoll.nmp.gov.tw/,A,107/1/15,啟用
47,376481800C,南投縣政府警察局,南投縣政府警察局,https://www.ncpb.gov.tw,AA,107/1/15,啟用
48,376480000A,南投縣政府,南投縣政府 人口統計資訊管理平台,http://household2.nantou.gov.tw/,A,107/1/16,啟用
49,0,民間團體,新光銀行匯利率網站,https://rate.skbank.com.tw/skbank_accessibility/accessibility_intro.html,A,107/1/16,啟用
50,0,民間團體,瑞興銀行-簡易網路ATM,https://ebank.taipeistarbank.com.tw/AccessibilityWebATM/,A,107/1/17,啟用
51,376490000A,雲林縣政府,雲林縣政府工程施工查核小組,http://cma.yunlin.gov.tw/,AA,107/1/17,啟用
52,305490100S,空軍航空技術學院,空軍航空技術學院,https://www.afats.khc.edu.tw,AA,107/1/18,啟用
53,313307700K,台灣糖業股份有限公司高雄區處,臺灣糖業股份有限公司高雄區處全球資訊網,http://tsc35.taisugar.com.tw/,AA,107/1/19,啟用
54,309000000E,教育部,教育部全民資安素養網,https://isafe.moe.edu.tw,A,107/1/19,啟用
55,315860500M,臺灣港務港勤股份有限公司,臺灣港務港勤股份有限公司,https://www.tipcmarine.com.tw,A,107/1/19,啟用
56,A09080000E,國立科學工藝博物館,國立科學工藝博物館電信數位博物館主題網站,http://telecom.nstm.gov.tw,AA,107/1/23,啟用
57,376800000A,嘉義縣議會,嘉義縣議會全球資訊網 ,http://www.cyscc.gov.tw,A,107/1/23,啟用
58,0,民間團體,滙豐(台灣)商業銀行公開資訊專區,http://www.hsbc.com.tw/1/2/handicap-free,A,107/1/24,啟用
59,387120000J,臺中市政府社會局,臺中市育兒資源網,https://parent-child.taichung.gov.tw/,AA,107/1/24,啟用
60,376578400A,基隆市仁愛區公所,基隆市仁愛區公所,https://www.klra.gov.tw,AA,107/1/24,啟用
61,A27020000G,科技部中部科學工業園區管理局,科技部中部科學工業園區管理局,https://www.ctsp.gov.tw/chinese/00-Home/home.aspx?v=1,AA,107/1/24,啟用
62,376440304I,新竹縣政府衛生局,新竹縣政府衛生局,https://www.hcshb.gov.tw,AA,107/1/24,啟用
63,376562600E,澎湖縣文化局,澎湖縣政府文化局-二呆藝館全球資訊網,https://erdai.phhcc.gov.tw,A,107/1/25,啟用
64,376562600E,澎湖縣文化局,澎湖縣政府文化局-澎湖縣第一賓館全球資訊網,https://fg.phhcc.gov.tw,A,107/1/25,啟用
65,376491525A,雲林縣北港戶政事務所,雲林縣北港戶政事務所,https://beigang.household.yunlin.gov.tw/,AA,107/1/25,啟用
66,376562600E,澎湖縣文化局,澎湖縣政府文化局-澎湖縣開拓館全球資訊網,https://phkt.phhcc.gov.tw,A,107/1/25,啟用
67,376491522A,雲林縣斗南戶政事務所,雲林縣斗南戶政事務所,https://dounan.household.yunlin.gov.tw/,AA,107/1/25,啟用
68,A03010000B,外交部領事事務局,外交部領事事務局全球資訊網,https://www.boca.gov.tw,A,107/1/25,啟用
69,376561506A,澎湖縣七美鄉戶政事務所,澎湖縣七美鄉戶政事務所,https://ris.penghu.gov.tw/cimei/  ,A,107/1/25,啟用
70,A21002300J,衛生福利部臺南教養院,衛生福利部臺南教養院,https://tneni.mohw.gov.tw,AA,107/1/25,啟用
71,376561800C,澎湖縣政府警察局,澎湖縣政府警察局,https://www.phpb.gov.tw,A,107/1/26,啟用
72,376560306I,澎湖縣政府環境保護局,澎湖縣政府環境保護局,https://www.phepb.gov.tw,A,107/1/26,啟用
73,0,民間團體,東聯航運-麗娜輪-高速輪,http://www.uni-wagon.com/,A,107/1/29,啟用
74,376480000A,南投縣政府,南投縣政府全球資訊網,https://www.nantou.gov.tw/,A,107/1/29,啟用
75,311000000F,法務部,法務部主管法規查詢系統,https://mojlaw.moj.gov.tw,A,107/1/29,啟用
76,380270000G,桃園市政府農業局,桃園市政府農業局,http://agriculture.tycg.gov.tw,A,107/1/30,啟用
77,376562300E,澎湖縣立體育場,澎湖縣立體育場,https://www.phs.gov.tw,A,107/1/31,啟用
78,0,民間團體,陽信銀行友善網路銀行,https://freebank.esunnybank.com.tw,A,107/2/1,啟用
79,0,民間團體,新北市都市更新整建維護輔導計畫,http://housefix.ntcaa.org.tw/,A,107/2/1,啟用
80,383110400G,高雄市政府工務局養護工程處,高雄市政府工務局養護工程處,http://pwbmo.kcg.gov.tw/,AA,107/2/2,啟用
81,0,民間團體,高屏澎東區身心障礙者職業重建服務資源中心網站,http://vrrcacc.heart.net.tw/,A,107/2/2,啟用
82,0,民間團體,中國信託金融友善服務,https://accessibility.ctbcbank.com/INEBAccessibleWeb/,A,107/2/5,啟用
83,380040000E,桃園市政府教育局,桃園市政府教育局,http://www.tyc.edu.tw/,A,107/2/5,啟用
84,376561900C,澎湖縣政府消防局,澎湖縣政府消防局,https://www.phfd.gov.tw,A,107/2/6,啟用
85,376560000A,澎湖縣政府,澎湖縣政府人民陳情單一窗口,https://opinion.penghu.gov.tw/,A,107/2/6,啟用
86,0,民間團體,彰化銀行-友善專區網路ATM,https://eatm.chb.com.tw/accATM/webatm/welcome,AA,107/2/7,啟用
87,376440304I,新竹縣政府衛生局,新竹縣政府尖石鄉衛生所,https://www.hcshb.gov.tw/jianshih/,AA,107/2/8,啟用
88,376440304I,新竹縣政府衛生局,新竹縣政府橫山鄉衛生所,https://www.hcshb.gov.tw/hengshan/,AA,107/2/8,啟用
89,380210000A,桃園市政府人事處,桃園市政府人事處,http://personnel.tycg.gov.tw/,A,107/2/8,啟用
90,376440304I,新竹縣政府衛生局,新竹縣政府芎林鄉衛生所,https://www.hcshb.gov.tw/cyonglin/,AA,107/2/8,啟用
91,376440304I,新竹縣政府衛生局,新竹縣政府五峰鄉衛生所,https://www.hcshb.gov.tw/wufong/,AA,107/2/8,啟用
92,376440304I,新竹縣政府衛生局,新竹縣政府關西鎮衛生所,https://www.hcshb.gov.tw/kuanshi/,AA,107/2/8,啟用
93,380260000D,桃園市政府地方稅務局,桃園市政府地方稅務局,http://www.tytax.gov.tw/,A,107/2/8,啟用
94,376530000A,屏東縣政府,屏東縣政府公務出國報告,http://report.pthg.gov.tw/,A,107/2/12,啟用
95,313020000G,經濟部工業局,經濟部工業局中小企業即時技術輔導計畫,https://www.itap.tw/,A,107/2/12,啟用
96,395026000A,臺南市府北戶政事務所,臺南市府北戶政事務所,http://north-agr.tainan.gov.tw/,AA,107/2/12,啟用
97,315271100H,交通部公路總局西部濱海公路北區臨時工程處,交通部公路總局西部濱海公路北區臨時工程處西濱快速公路後續建設計畫網,http://wcexpressway.thb.gov.tw/,AA,107/2/12,啟用
98,376440304I,新竹縣政府衛生局,新竹縣政府峨眉鄉衛生所,https://www.hcshb.gov.tw/emei/,AA,107/2/12,啟用
99,376440304I,新竹縣政府衛生局,新竹縣政府湖口鄉衛生所,https://www.hcshb.gov.tw/hukou/,AA,107/2/12,啟用
100,A25100000E,國立臺灣史前文化博物館,國定考古遺址出土遺物典藏管理系統,https://nhsrc.nmp.gov.tw/,A,107/2/14,啟用
101,0,民間團體,三信商銀簡易網站,https://ibank.cotabank.com.tw,A,107/2/14,啟用
102,397270100I,高雄市動物保護處,高雄市動物保護處,http://livestock.kcg.gov.tw,AA,107/2/14,啟用
103,395690000A,臺南市六甲區公所,臺南市六甲區公所,https://www.lioujia.gov.tw/,AA,107/2/14,啟用
104,379470000A,臺北市中正區公所,臺北市中正區公所入口網站,https://zzdo.gov.taipei,A,107/2/14,啟用
105,379024000A,臺北市南港區戶政事務所,臺北市南港區戶政事務所中文網站,https://nghr.gov.taipei,A,107/2/14,啟用
106,376562600E,澎湖縣文化局,澎湖縣演藝廳,https://hall.phhcc.gov.tw,A,107/2/14,啟用
107,400000000A,立法院,立法院全球資訊網,https://www.ly.gov.tw,A,107/2/14,啟用
108,A05150000C,國防部憲兵指揮部,憲兵指揮部全球資訊網,https://afpc.mnd.gov.tw:7443,AA,107/2/21,啟用
109,A05040000C,國防部軍醫局,國軍高雄總醫院全球資訊網,https://802.mnd.gov.tw,AAA,107/2/21,啟用
110,379450000A,臺北市北投區公所,臺北市北投區公所,https://btdo.gov.taipei,A,107/2/21,啟用
111,376440304I,新竹縣政府衛生局,新竹縣政府新埔鎮衛生所,https://www.hcshb.gov.tw/sinpu/,AA,107/2/21,啟用
112,376440304I,新竹縣政府衛生局,新竹縣衛生局菸害防制網,https://www.hcshb.gov.tw/nosmoking/,AA,107/2/21,啟用
113,376564200M,澎湖縣政府公共車船管理處,澎湖縣政府公共車船管理處全球資訊網,https://www.phpto.gov.tw,A,107/2/21,啟用
114,376565400A,澎湖縣西嶼鄉公所,澎湖縣西嶼鄉公所,https://www.shiyeu.gov.tw,A,107/2/21,啟用
115,376440304I,新竹縣政府衛生局,新竹縣政府衛生局腸病毒防治網,https://www.hcshb.gov.tw/virus/,AA,107/2/22,啟用
116,376440304I,新竹縣政府衛生局,新竹縣政府衛生局流感防疫專區,https://www.hcshb.gov.tw/fluguard/,AA,107/2/22,啟用
117,376440304I,新竹縣政府衛生局,新竹縣政府新竹縣健康電子報,https://www.hcshb.gov.tw/epaper/,AA,107/2/22,啟用
118,0,民間團體,第一銀行簡易eATM網路理財機,https://eatm.firstbank.com.tw/fwebatm/index.htm,AA,107/2/23,啟用
119,379680000A,臺北市政府公務人員訓練處,臺北市政府公務人員訓練處英文網站,http://english.dcsd.gov.taipei/,A,107/2/23,啟用
120,376565600A,澎湖縣七美鄉公所, 澎湖縣七美鄉公所,https://www.chimi.gov.tw ,A,107/2/26,啟用
121,376562600E,澎湖縣文化局,澎湖縣政府文化局,https://www.phhcc.gov.tw,A,107/2/26,啟用
122,376561505A,澎湖縣望安鄉戶政事務所,澎湖縣望安鄉戶政事務所,https://ris.penghu.gov.tw/wangan,A,107/2/26,啟用
123,376561503A,澎湖縣白沙鄉戶政事務所,澎湖縣白沙鄉戶政事務所,https://ris.penghu.gov.tw/baisha/,A,107/2/26,啟用
124,379620000M,臺北大眾捷運股份有限公司,臺北大眾捷運股份有限公司英文版網站,https://english.metro.taipei,A,107/2/26,啟用
125,376561501A,澎湖縣馬公市戶政事務所,澎湖縣馬公市戶政事務所,https://ris.penghu.gov.tw/makun/,A,107/2/27,啟用
126,376561504A,澎湖縣西嶼鄉戶政事務所,澎湖縣西嶼鄉戶政事務所,https://ris.penghu.gov.tw/hsiyu,A,107/2/27,啟用
127,376561502A,澎湖縣湖西鄉戶政事務所,澎湖縣湖西鄉戶政事務所,https://ris.penghu.gov.tw/huhsi/,A,107/2/27,啟用
128,379310000A,臺北市大安區公所,臺北市大安區公所中文網站,https://dado.gov.taipei/,A,107/2/27,啟用
129,379041000E,臺北市教師研習中心,臺北市教師研習中心教師天地數位電子期刊,http://quarterly.tiec.tp.edu.tw/,A,107/2/27,啟用
130,355000000I,行政院環境保護署,行政院環境保護署環境災害管理資訊系統,https://emis.epa.gov.tw/,A,107/3/1,啟用
131,376440304I,新竹縣政府衛生局,新竹縣政府寶山鄉衛生所,https://www.hcshb.gov.tw/baoshan/,AA,107/3/1,啟用
132,376565500A,澎湖縣望安鄉公所,澎湖縣望安鄉公所,https://www.wangan.gov.tw,A,107/3/1,啟用
133,A03000000B,外交部,外交部臺灣青年FUN眼世界,https://www.youthtaiwan.net,A,107/3/1,啟用
134,376565200A,澎湖縣湖西鄉公所,澎湖縣湖西鄉公所網,https://www.huxi.gov.tw,A,107/3/1,啟用
135,376565100A,澎湖縣馬公市公所,澎湖縣馬公市公所,https://www.mkcity.gov.tw,A,107/3/1,啟用
136,379380000A,臺北市大同區公所,臺北市大同區公所中文機關網站,https://dtdo.gov.taipei,A,107/3/1,啟用
137,376440304I,新竹縣政府衛生局,新竹縣政府北埔鄉衛生所,https://www.hcshb.gov.tw/beipu/,AA,107/3/1,啟用
138,376560303I,澎湖縣政府衛生局,澎湖縣政府衛生局,https://www.phchb.gov.tw,A,107/3/1,啟用
139,376565300A,澎湖縣白沙鄉公所,澎湖縣白沙鄉公所網,https://www.baisha.gov.tw,A,107/3/1,啟用
140,A096B0000Q,國立臺灣體育運動大學,國立臺灣體育運動大學運動資訊與傳播學系,http://sic.ntupes.edu.tw,A,107/3/2,啟用
141,376507100A,嘉義縣朴子市公所,嘉義縣朴子市公所全球資訊網,https://puzih.cyhg.gov.tw/,AA,107/3/2,啟用
142,379390000A,臺北市中山區公所,臺北市中山區公所中文網站,https://zsdo.gov.taipei,A,107/3/2,啟用
143,376470000A,彰化縣政府,彰化縣政府旅遊資訊網,http://tourism.chcg.gov.tw,AA,107/3/2,啟用
144,315080600H,交通部觀光局澎湖國家風景區管理處,交通部觀光局澎湖國家風景區管理處,https://www.penghu-nsa.gov.tw/,AA,107/3/3,啟用
145,313020000G,經濟部工業局,經濟部工業局 - 資料經濟生態系推動計畫,https://opendata.tca.org.tw/,A,107/3/5,啟用
146,376562400A,澎湖縣水產種苗繁殖場,澎湖縣水產種苗繁殖場,https://www.phmlps.gov.tw,A,107/3/5,啟用
147,315270200H,交通部公路總局第二區養護工程處,交通部公路總局第二區養護工程處全球資訊網,https://thbu2.thb.gov.tw/,AA,107/3/6,啟用
148,379023400A,臺北市中正區戶政事務所,臺北市中正區戶政事務所,https://zzhr.gov.taipei,A,107/3/7,啟用
149,379410000A,臺北市南港區公所,臺北市南港區公所中文網站,https://ngdo.gov.taipei,A,107/3/7,啟用
150,379023000A,臺北市松山區戶政事務所,臺北市松山區戶政事務所機關網站,https://sshr.gov.taipei,A,107/3/8,啟用
151,A09000000E,教育部,教育部體育運動大辭典,http://sportspedia.perdc.ntnu.edu.tw,A,107/3/8,啟用
152,315860200M,臺灣港務股份有限公司臺中港務分公司,臺灣港務股份有限公司臺中港務分公司,https://tc.twport.com.tw,A,107/3/8,啟用
153,A41000000G,國家發展委員會,國家發展委員會-公共政策網路參與平臺(雲林縣版本),https://yunlin.join.gov.tw/policies/index,A,107/3/9,啟用
154,315860000M,臺灣港務股份有限公司,臺灣港務股份有限公司全球資訊網,https://www.twport.com.tw/,A,107/3/9,啟用
155,379024100A,臺北市內湖區戶政事務所,臺北市內湖區戶政事務所中文網站,https://nhhr.gov.taipei,A,107/3/9,啟用
156,379024200A,臺北市士林區戶政事務所,臺北市士林區戶政事務所網站,https://slhr.gov.taipei,A,107/3/9,啟用
157,379024500A,臺北市萬華區戶政事務所,臺北市萬華區戶政事務所中文網站,https://whhr.gov.taipei/,A,107/3/12,啟用
158,379024400A,臺北市文山區戶政事務所,臺北市文山區戶政事務所中文網站,https://wshr.gov.taipei,A,107/3/12,啟用
159,A41000000G,國家發展委員會,國家發展委員會-公共政策網路參與平臺(審計部版本),https://cy.join.gov.tw/,A,107/3/13,啟用
160,A41000000G,國家發展委員會,國家發展委員會-公共政策網路參與平臺(行政院版本),https://join.gov.tw/index,A,107/3/13,啟用
161,376440304I,新竹縣政府衛生局,新竹縣政府衛生局教育訓練專區,https://www.hcshb.gov.tw/training/,AA,107/3/13,啟用
162,379550000G,臺北翡翠水庫管理局,臺北翡翠水庫管理局網站(英文),http://english.fra.gov.taipei/,A,107/3/13,啟用
163,379550000G,臺北翡翠水庫管理局,翡翠水庫環境學習中心網站,https://feitsui-elc.gov.taipei,A,107/3/13,啟用
164,379560300G,臺北市建築管理工程處,臺北市建築管理工程處中文官網,https://dba.gov.taipei,A,107/3/13,啟用
165,0,民間團體,第一銀行友善金融服務網,https://freebank.firstbank.com.tw/ANB/index.jsp,AA,107/3/13,啟用
166,397150000I,高雄市政府環境保護局,高雄市政府環境保護局土壤及地下水污染整治資訊網,http://soil.ksepb.gov.tw/,AA,107/3/14,啟用
167,379023500A,臺北市大同區戶政事務所,臺北市大同區戶政事務所,https://dthr.gov.taipei/,A,107/3/14,啟用
168,376470000A,彰化縣政府,彰化縣政府家庭福利服務中心,http://www.changhuafamilycenter.org,A,107/3/15,啟用
169,315065400H,交通部民用航空局民航人員訓練所,交通部民用航空局民航人員訓練所,https://www.atc.gov.tw,AA,107/3/15,啟用
170,307230000N,合作金庫銀行股份有限公司,合作金庫友善個人網路銀行,https://cobank.tcb-bank.com.tw/TCB.BFNB.IDV.WEB/description,AA,107/3/16,啟用
171,379030100D,臺北市稅捐稽徵處,臺北市稅捐稽徵處兒童網,https://child.tpctax.gov.taipei/,A,107/3/16,啟用
172,379660000E,臺北市政府觀光傳播局,臺北市政府觀光傳播局英文局網,https://english.tpedoit.gov.taipei/,A,107/3/16,啟用
173,379030100D,臺北市稅捐稽徵處,Taipei City Revenue Service,https://english.tpctax.gov.taipei/,A,107/3/16,啟用
174,379480000A,臺北市萬華區公所,臺北市萬華區公所,https://whdo.gov.taipei,A,107/3/16,啟用
175,387330300E,臺中市立港區藝術中心,臺中市美術家資料館,https://www.art.tcsac.gov.tw/,AA,107/3/16,啟用
176,379680000A,臺北市政府公務人員訓練處,臺北市政府公務人員訓練處中文網站,https://dcsd.gov.taipei/,A,107/3/19,啟用
177,379024300A,臺北市北投區戶政事務所,臺北市北投區戶政事務所,https://bthr.gov.taipei,A,107/3/20,啟用
178,379030000D,臺北市政府財政局,臺北市政府財政局,https://dof.gov.taipei,A,107/3/20,啟用
179,382230000A,新北市政府政風處,新北市政府政風處,https://www.ethics.ntpc.gov.tw,A,107/3/20,啟用
180,0,民間團體,不異樣小真人圖書館,http://www.kidslibrary.org.tw/,AA,107/3/21,啟用
181,379440000A,臺北市士林區公所,臺北市士林區公所,https://sldo.gov.taipei/,A,107/3/21,啟用
182,379510000H,臺北市政府捷運工程局,臺北市政府捷運工程局機關網站中文版,http://www.dorts.gov.taipei,A,107/3/21,啟用
183,380290100H,桃園市政府捷運工程處,桃園市政府捷運工程局,http://dorts.tycg.gov.tw/,A,107/3/21,啟用
184,379530700H,臺北市交通事件裁決所,臺北市交通事件裁決所,http://www.judge.gov.taipei/,A,107/3/21,啟用
185,376495300A,雲林縣虎尾鎮公所,雲林縣虎尾鎮公所,https://www.huwei.gov.tw/,AA,107/3/21,啟用
186,376531400D,屏東縣政府財稅局,屏東縣政府財稅局,http://www.pttb.gov.tw,A,107/3/22,啟用
187,395026100A,臺南市新營戶政事務所,臺南市新營戶政事務所,http://web.tainan.gov.tw/shinying/,AA,107/3/22,啟用
188,315860300M,臺灣港務股份有限公司高雄港務分公司,臺灣港務股份有限公司高雄港務分公司全球資訊網,https://kh.twport.com.tw/,A,107/3/22,啟用
189,382210000A,新北市政府人事處,新北市政府人事處,https://www.personnel.ntpc.gov.tw/,A,107/3/22,啟用
190,379023200A,臺北市大安區戶政事務所,臺北市大安區戶政事務所,https://dahr.gov.taipei/,A,107/3/22,啟用
191,379560300G,臺北市建築管理工程處,臺北市建築管理工程處英文官網,http://english.dba.gov.taipei/,A,107/3/22,啟用
192,387000000A,臺中市政府,臺中市政府陳情整合平台,https://talk.taichung.gov.tw/,A,107/3/22,啟用
193,379510000H,臺北市政府捷運工程局,臺北市政府捷運工程局機關網站英文版,http://english.dorts.gov.taipei/,A,107/3/23,啟用
194,395145500I,臺南市龍崎區衛生所,臺南市龍崎區衛生所官方網站,http://longci-tnh.tainan.gov.tw/,AA,107/3/23,啟用
195,A09000000E,教育部,教育部全國特殊教育資訊網,https://special.moe.gov.tw,A,107/3/23,啟用
196,382310000A,新北市政府法制局,新北市政府法制局官網,https://www.law.ntpc.gov.tw/,A,107/3/24,啟用
197,379730000A,臺北市政府資訊局,臺北市政府資訊局中文網站,https://doit.gov.taipei,A,107/3/26,啟用
198,379110100G,臺北市政府工務局新建工程處,臺北市政府工務局新建工程處中文網站,https://nco.gov.taipei/,A,107/3/26,啟用
199,376496500A,雲林縣褒忠鄉公所,雲林縣褒忠鄉公所,https://www.baojhong.gov.tw/,AA,107/3/26,啟用
200,0,民間團體,上海商業儲蓄銀行網路ATM簡易版,https://accessible-eatm.scsb.com.tw,A,107/3/26,啟用
201,313010000G,經濟部國際貿易局,經濟部國際貿易局經貿資訊網,https://www.trade.gov.tw/,A,107/3/27,啟用
202,A07310100N,臺灣銀行股份有限公司,臺灣銀行全球資訊網,https://www.bot.com.tw,AA,107/3/27,啟用
203,379300000A,臺北市松山區公所,臺北市松山區公所中文網站,https://ssdo.gov.taipei/,A,107/3/27,啟用
204,379660000E,臺北市政府觀光傳播局,臺北市政府觀光傳播局局網,https://www.tpedoit.gov.taipei/,A,107/3/27,啟用
205,355000000I,行政院環境保護署,行政院環保署土基會綠色及整治導向型整治宣導網頁,https://sgw.epa.gov.tw/GSR_public,AA,107/3/28,啟用
206,395860000A,臺南市龍崎區公所,台南市龍崎區公所,http://web.tainan.gov.tw/Longci/,A,107/3/28,啟用
207,0,民間團體,兆豐商銀網路銀行友善專區,https://handicap-free.megabank.com.tw/AccessibleIIB,AA,107/3/29,啟用
208,382010000A,新北市政府秘書處,新北市政府秘書處,https://www.sec.ntpc.gov.tw/,A,107/3/30,啟用
209,376441800C,新竹縣政府警察局,新竹縣政府警察局全球資訊網,http://www.hchpb.gov.tw/,AA,107/3/31,啟用
210,305900000S,中正國防幹部預備學校,中正國防幹部預備學校,https://www.ccafps.khc.edu.tw,A,107/4/2,啟用
211,371750000A,金門縣議會,金門縣議會全球資訊網,https://www.kmcc.gov.tw,AA,107/4/2,啟用
212,0,民間團體,彰化商業銀行官方網站,https://www.bankchb.com/frontend/index.jsp,AA,107/4/2,啟用
213,315860400M,臺灣港務股份有限公司花蓮港務分公司,臺灣港務股份有限公司花蓮港務分公司全球資訊網,https://hl.twport.com.tw ,A,107/4/2,啟用
214,307230000N,合作金庫銀行股份有限公司,合作金庫銀行簡易功能eATM,https://eatm.tcb-bank.com.tw/Accessibility,AA,107/4/2,啟用
215,379020500J,臺北市殯葬管理處,臺北市殯葬管理處 生命追思紀念網,https://w6.mso.taipei/taipei/index.php,AA,107/4/3,啟用
216,382360000H,新北市政府捷運工程局,新北市政府捷運工程局,https://www.dorts.ntpc.gov.tw,A,107/4/3,啟用
