序號,機關代碼,機關名稱,網站名稱,網址,標章等級,登錄日期,標章狀態
1793,A07080200D,財政部關務署臺北關,財政部關務署臺北關,https://taipei.customs.gov.tw/,AA,108/10/24,啟用
1794,376452800E,苗栗縣政府文化觀光局,苗栗文化觀光旅遊網,https://miaolitravel.net/,AA,108/10/25,啟用
1795,301000000A,內政部,政黨及全國性政治團體資訊網, https://party.moi.gov.tw,AA,108/10/25,啟用
1796,313200000G,經濟部水利署,經濟部水利署防災資訊服務網,https://fhy.wra.gov.tw/fhy/,A,108/10/25,啟用
1797,310902600Q,龍華科技大學,龍華科技大學應用外語系暨國際觀光與會展碩士班,http://web.afl.lhu.edu.tw,A,108/10/25,啟用
1798,A09110000E,國立公共資訊圖書館,國立公共資訊圖書館活動報名網站,http://activity.nlpi.edu.tw/,A,108/10/25,啟用
1799,345210000G,行政院農業委員會農業試驗所,行政院農業委員會農業試驗所,https://www.tari.gov.tw/,A,108/10/28,啟用
1800,0,民間團體,日盛銀行金融友善服務專區,https://ezbank.jihsunbank.com.tw/Accessible/index.shtml,A,108/10/28,啟用
1801,0,民間團體,台北市大同運動中心,http://www.dtsc-wdyg.com.tw/,A,108/10/28,啟用
1802,379590800E,臺北市立文獻館,臺北市立文獻館官網,https://www.chr.gov.taipei,A,108/10/28,啟用
1803,310902200Q,真理大學,真理大學  Aletheia University,https://www.au.edu.tw/,AA,108/10/29,啟用
1804,700000000A,監察院,監察院建築主題網,https://building.cy.gov.tw/,AA,108/10/29,啟用
1805,700000000A,監察院,監察院兒童網,https://kids.cy.gov.tw/,AA,108/10/29,啟用
1806,355000000I,行政院環境保護署,氣候變遷生活網,https://ccis.epa.gov.tw/,A,108/10/29,啟用
1807,380360000G,桃園市政府都市發展局,桃園市政府都市發展局桃園市增額容積價金及容積移轉代金資訊平台,https://urplanning.tycg.gov.tw/TyIncVol,A,108/10/29,啟用
1808,301000000A,內政部,內政部內政申辦服務一站式入口平台,https://oap.moi.gov.tw/,AA,108/10/29,啟用
1809,376440000A,新竹縣政府,新竹縣政府交通旅遊處網站,https://tourism.hsinchu.gov.tw ,AA,108/10/29,啟用
1810,379150000I,臺北市政府環境保護局,臺北市政府環境保護局-延慧書庫,http://www.dep-secondhand.gov.taipei,A,108/10/30,啟用
1811,387120000J,臺中市政府社會局,臺中市政府國際非政府組織中心,https://ingocenter.taichung.gov.tw/,AA,108/10/30,啟用
1812,395640000A,臺南市學甲區公所,臺南市學甲區公所網站,https://syuejia.tainan.gov.tw,AA,108/10/30,啟用
1813,310360000Q,國立高雄大學,國立高雄大學校首頁,https://www.nuk.edu.tw,AA,108/10/31,啟用
1814,A07080300D,財政部關務署臺中關,關務署-臺中關(中文),https://taichung.customs.gov.tw,AA,108/10/31,啟用
1815,395000200A,臺南市政府公務人力發展中心,臺南市政府公務人力發展中心全球資訊網,https://csditn.tainan.gov.tw,A,108/11/1,啟用
1816,A01010000C,內政部警政署,警光雜誌,https://police.npa.gov.tw/NPAGip/wSite/mp?mp=1,A,108/11/4,啟用
1817,313160000G,經濟部智慧財產局,經濟部智慧財產局,https://www.tipo.gov.tw,AA,108/11/4,啟用
1818,379590100E,臺北市立國樂團,臺北市立國樂團英文網站,https://english.tco.gov.taipei,A,108/11/4,啟用
1819,379660000E,臺北市政府觀光傳播局,台北探索館網站,https://discovery.gov.taipei/,A,108/11/4,啟用
1820,395540000A,臺南市安南區公所,臺南市安南區公所,https://www.annan.gov.tw,AA,108/11/4,啟用
1821,A07330000N,中國輸出入銀行,中國輸出入銀行貿易俱樂部,https://www.eximclub.com.tw/,AA,108/11/5,啟用
1822,379059400W,臺北市立文山特殊教育學校,臺北市立文山特殊教育學校,http://www.wsses.tp.edu.tw,AA,108/11/5,啟用
1823,310997700Q,環球科技大學,環球科技大學餐飲廚藝系,http://culinary.twu.edu.tw/,AA,108/11/5,啟用
1824,395770000A,臺南市安定區公所,臺南市安定區公所,https://web.tainan.gov.tw/anding,AA,108/11/5,啟用
1825,305090000C,國防部總政治作戰局,國防部福利事業管理處全球資訊網,https://www.gwsm.gov.tw,AA,108/11/5,啟用
1826,310902600Q,龍華科技大學,龍華科技大學多媒體與遊戲發展科學系,http://web.mg.lhu.edu.tw,A,108/11/6,啟用
1827,0,民間團體,台灣大哥大-友善專區,https://events.taiwanmobile.com,A,108/11/6,啟用
1828,A51000000A,國軍退除役官兵輔導委員會,國軍退除役官兵輔導委員會全球資訊網,https://www.vac.gov.tw,A,108/11/6,啟用
1829,A21003100P,衛生福利部基隆醫院,衛生福利部基隆醫院,https://www.kln.mohw.gov.tw,AA,108/11/6,啟用
1830,379720000A,臺北市政府原住民族事務委員會,凱達格蘭文化館中文網,https://www.ketagalan.gov.taipei,A,108/11/6,啟用
1831,98A0901007,國家運動訓練中心,國家運動訓練中心,https://www.nstc.org.tw/,AA,108/11/7,啟用
1832,395700000A,臺南市官田區公所,臺南市官田區公所,https://guantian132.tainan.gov.tw,AA,108/11/7,啟用
1833,A11101900F,臺灣屏東地方檢察署,臺灣屏東地方檢察署全球資訊網,https://www.ptc.moj.gov.tw/,A,108/11/7,啟用
1834,600000000A,考試院,考試院全球資訊網,https://www.exam.gov.tw,AA,108/11/7,啟用
1835,380290000H,桃園市政府交通局,桃園市政府交通局桃園即時交通服務網,https://tcc.tycg.gov.tw/ATISAccessible,A,108/11/7,啟用
1836,395670000A,臺南市東山區公所,臺南市東山區公所全球資訊網,https://dongshan.tainan.gov.tw,AA,108/11/7,啟用
1837,395740000A,臺南市將軍區公所,臺南市將軍區公所,https://jiangjun.tainan.gov.tw,AA,108/11/7,啟用
1838,0,民間團體,中華電信友善專區,https://handicapfree.cht.com.tw/,A,108/11/8,啟用
1839,313020000G,經濟部工業局,經濟部工業局BRANDING TAIWAN品牌台灣服務網 ,https://www.branding-taiwan.tw,AA,108/11/8,啟用
1840,387162000A,臺中市中山地政事務所,臺中市中山地政事務所全球資訊網,https://jsland.land.taichung.gov.tw/,A,108/11/8,啟用
1841,A21040000I,衛生福利部國民健康署,衛生福利部國民健康署戒菸專線服務中心,https://www.tsh.org.tw/,AA,108/11/8,啟用
1842,345330000G,行政院農業委員會臺中區農業改良場,行政院農業委員會臺中區農業改良場,https://www.tdais.gov.tw/,AA,108/11/10,啟用
1843,379110100G,臺北市政府工務局新建工程處,臺北市道路管線暨資訊中心,https://dig.nco.taipei/TpdigF/,A,108/11/11,啟用
1844,A41000000G,國家發展委員會,國家發展委員會雙語資料庫學習資源網,https://bilingual.ndc.gov.tw/,AA,108/11/11,啟用
1845,0,民間團體,新普科技儲能管理系統,http://ess.simplo.com.tw/accessibilityIndex,A,108/11/11,啟用
1846,345220000G,行政院農業委員會林業試驗所,行政院農業委員會林業試驗所-林產業知識平台,https://woodsearch.tfri.gov.tw,AA,108/11/11,啟用
1847,397142400I,高雄市三民區衛生所,高雄市三民區衛生所,https://sam1.kcg.gov.tw,AA,108/11/11,啟用
1848,376440000A,新竹縣政府,新竹縣政府政風處網站,https://ethics.hsinchu.gov.tw,AA,108/11/11,啟用
1849,376440000A,新竹縣政府,新竹縣政府人事處網站,https://personnel.hsinchu.gov.tw/,AA,108/11/11,啟用
1850,379720000A,臺北市政府原住民族事務委員會,凱達格蘭文化館英文網站,https://www.english.katagalan.gov.taipei,A,108/11/11,啟用
1851,380240100J,桃園市政府就業服務處,桃園市政府就業服務處青年安薪讚就業大滿貫,https://homerun.tycg.gov.tw/,AA,108/11/12,啟用
1852,397170000G,高雄市政府經濟發展局,高雄市政府經濟發展局KOSMOS體感奇點艙,https://www.kosmos.org.tw,AA,108/11/12,啟用
1853,A096D0000Q,國立高雄餐旅大學,國立高雄餐旅大學全球資訊網,https://www.nkuht.edu.tw/,AA,108/11/13,啟用
1854,309250000Q,國立臺灣師範大學,國立臺灣師範大學教育心理與輔導學系,https://www.epc.ntnu.edu.tw/,AA,108/11/13,啟用
1855,397170000G,高雄市政府經濟發展局,高雄設備汰換與智慧用電補助資訊網,http://khsu.kcg.gov.tw/,A,108/11/13,啟用
1856,A01010000C,內政部警政署,內政部警政署警政治安全球資訊網,https://www.npa.gov.tw,A,108/11/14,啟用
1857,0,民間團體,Eden Social Welfare Foundation,https://eden.international/,A,108/11/14,啟用
1858,310902600Q,龍華科技大學,龍華科技大學電子工程系,http://web.el.lhu.edu.tw,A,108/11/14,啟用
1859,315081300H,交通部觀光局阿里山國家風景區管理處,交通部觀光局阿里山國家風景區,https://www.ali-nsa.net,AA,108/11/14,啟用
1860,379570000A,臺北市政府消防局,臺北市政府消防局中文網站,https://www.119.gov.taipei/,A,108/11/14,啟用
1861,A095C0000Q,國立臺灣海洋大學,國立臺灣海洋大學,https://www.ntou.edu.tw/,AA,108/11/15,啟用
1862,397330200E,高雄市立美術館,高雄市立美術館-文典官網,https://collections.culture.tw/kmfa_collectionsweb,AA,108/11/15,啟用
1863,395290300H,臺南市公共運輸處,臺南市公共運輸處大台南公車友善服務專區,http://friendly2384.tainan.gov.tw/,AA,108/11/15,啟用
1864,601000000A,考選部,考選部考畢試題查詢平臺,https://wwwq.moex.gov.tw/,AA,108/11/15,啟用
1865,376593110A,臺中市建國公有零售市場,台中市公有建國市場,https://jkmkt.com.tw/,A,108/11/15,啟用
1866,379141400P,臺北市立聯合醫院,臺北市立聯合醫院英文版網站,https://english.tch.gov.taipei,A,108/11/15,啟用
1867,379220000A,臺北市政府研究發展考核委員會,1999市民當家熱線服務網,https://1999.gov.taipei/,A,108/11/15,啟用
1868,0,民間團體,渣打國際商業銀行身心障礙者線上申辦ATM 跨行提款手續費優惠,https://vibank.standardchartered.com.tw/SCBVIWebATM/feeWaive/step1,A,108/11/15,啟用
1869,379670000G,臺北市政府產業發展局,臺北市動物保護處臺北市生物多樣性資料庫,https://biodiv.gov.taipei/,A,108/11/18,啟用
1870,355000000I,行政院環境保護署,行政院環境保護署生活廢棄物質管理資訊系統,https://hwms.epa.gov.tw,AA,108/11/18,啟用
1871,0,民間團體,兆豐國際投顧,https://www.megasia.com.tw,A,108/11/18,啟用
1872,397180100E,高雄廣播電臺,高雄廣播電臺,https://www.kbs.gov.tw,A,108/11/18,啟用
1873,9710000003,財團法人公共電視文化事業基金會,公視聽聽看,https://see.pts.org.tw/,AA,108/11/18,啟用
1874,0,民間團體,工業技術研究院地方能源治理分享平台,https://localforenergy.org.tw,A,108/11/19,啟用
1875,0,民間團體,石門農田水利會過嶺支渠自動化監測系統,https://iot3.smia.gov.tw/guoling/,AA,108/11/19,啟用
1876,367030000D,行政院金融監督管理委員會保險局,行政院金融監督管理委員會保險局保險業公開資訊觀測站,https://ins-info.ib.gov.tw,A,108/11/19,啟用
1877,A53010000E,原住民族委員會原住民族文化發展中心,原住民族文化發展中心原展群博-全國原住民族地方館家族,https://lcm.tacp.gov.tw,A,108/11/19,啟用
1878,0,民間團體,石門農田水利會石門大圳自動監測系統,https://iot0.smia.gov.tw/shimen/,AA,108/11/19,啟用
1879,A17020000J,勞動部勞動力發展署,勞動部勞動力發展署「台灣就業通-找工作簡易版」網站,https://free.taiwanjobs.gov.tw,AA,108/11/19,啟用
1880,382049300U,新北市立永平高級中學,新北市立永平高級中學全球資訊網,http://www.yphs.ntpc.edu.tw,AA,108/11/19,啟用
1881,313020000G,經濟部工業局,經濟部工業局-3D列印產業推動計畫服務網,https://fastlab.tw/,AA,108/11/19,啟用
1882,310902600Q,龍華科技大學,龍華科技大學資訊網路工程系,http://web.cin.lhu.edu.tw,A,108/11/20,啟用
1883,355000000I,行政院環境保護署,全國空氣污染物排放量清冊資訊系統,https://teds.epa.gov.tw,AA,108/11/20,啟用
1884,345420000G,行政院農業委員會種苗改良繁殖場,行政院農業委員會種苗改良繁殖場官方網站,https://www.tss.gov.tw,AA,108/11/20,啟用
1885,315273100H,交通部公路總局公路人員訓練所,交通部公路總局公路人員訓練所全球資訊網,https://hti.thb.gov.tw,AA,108/11/20,啟用
1886,345320000G,行政院農業委員會苗栗區農業改良場,行政院農業委員會苗栗區農業改良場,https://www.mdais.gov.tw,AA,108/11/20,啟用
1887,A09000100E,國立臺灣藝術教育館,國立臺灣藝術教育館全國學生美術比賽,https://web.arte.gov.tw/nsac/,A,108/11/20,啟用
1888,397144000I,高雄市大社區衛生所,高雄市大社區衛生所,https://das.kcg.gov.tw/,AA,108/11/21,啟用
1889,A07030000D,財政部臺北國稅局,財政部臺北國稅局,https://www.ntbt.gov.tw/,AA,108/11/21,啟用
1890,0,民間團體,凱基證券全球快e網金融友善服務專區,http://aw.kgieworld.com.tw/Accessibility/index.html,A,108/11/21,啟用
1891,309320000Q,國立臺灣海洋大學,臺灣海洋教育中心,https://tmec.ntou.edu.tw,AA,108/11/21,啟用
1892,376440000A,新竹縣政府,新竹縣政府主計處網站,https://accounting.hsinchu.gov.tw,AA,108/11/21,啟用
1893,376440000A,新竹縣政府,新竹縣政府行政處網站,https://gdd.hsinchu.gov.tw,AA,108/11/21,啟用
1894,376440000A,新竹縣政府,新竹縣政府都市計畫網,https://urbanplan.hsinchu.gov.tw,AA,108/11/21,啟用
1895,376440000A,新竹縣政府,新竹縣政府財政處網站,https://finance.hsinchu.gov.tw,AA,108/11/21,啟用
1896,310902600Q,龍華科技大學,龍華科技大學工程學院,http://web.eng.lhu.edu.tw,A,108/11/22,啟用
1897,397007000Q,高雄市立空中大學,高雄市立空中大學主網站,http://www.ouk.edu.tw,AA,108/11/22,啟用
1898,376440000A,新竹縣政府,新竹縣政府工務處網站,https://publicworks.hsinchu.gov.tw,AA,108/11/22,啟用
1899,397610000A,高雄市小港區公所,高雄市小港區公所,https://hdao.kcg.gov.tw,AA,108/11/24,啟用
1900,A51020200P,臺中榮民總醫院嘉義分院,"臺中榮民總醫院嘉義分院臺中榮民總醫院嘉義分院 Chiayi Branch, Taichung Veterans General Hospital",https://www.vhcy.gov.tw/,AA,108/11/24,啟用
1901,700000000A,監察院,監察院人權保障主題網,https://humanrights.cy.gov.tw/,AA,108/11/25,啟用
1902,382110000G,新北市政府工務局,新北市建管便民服務資訊網,https://building-management.publicwork.ntpc.gov.tw,A,108/11/25,啟用
1903,379510000H,臺北市政府捷運工程局,臺北市政府捷運工程局房屋網,https://house.dorts.gov.taipei,A,108/11/25,啟用
1904,376450000A,苗栗縣政府,苗栗縣政府水利處,https://www.miaoli.gov.tw/economic_affairs/,AA,108/11/25,啟用
1905,376450000A,苗栗縣政府,苗栗縣政府民政處,https://www.miaoli.gov.tw/civil_affairs/,AA,108/11/25,啟用
1906,376450000A,苗栗縣政府,苗栗縣政府工務處,https://www.miaoli.gov.tw/public_works/,AA,108/11/25,啟用
1907,376450000A,苗栗縣政府,苗栗縣政府財政處,https://www.miaoli.gov.tw/finance/,AA,108/11/25,啟用
1908,376456600A,苗栗縣三灣鄉公所,苗栗縣三灣鄉公所,https://www.sanwan.gov.tw/,AA,108/11/25,啟用
1909,397250000G,高雄市政府水利局,高雄市污水下水道使用費便民服務網,http://sewergis.kcg.gov.tw/,A,108/11/26,啟用
1910,315080000H,交通部觀光局,台灣好湯,https://taiwanhotspring.net,AA,108/11/26,啟用
1911,0,民間團體,宏國學校財團法人宏國德霖科技大學,http://www.hdut.edu.tw/,AA,108/11/26,啟用
1912,315260000M,交通部航港局,交通部航港局MTNet航港單一窗口服務平臺,https://web02.mtnet.gov.tw,AA,108/11/26,啟用
1913,376456400A,苗栗縣西湖鄉公所,苗栗縣西湖鄉公所,https://www.xihu.gov.tw/,AA,108/11/26,啟用
1914,376456100A,苗栗縣南庄鄉公所,苗栗縣南庄鄉公所,https://www.nanchuang.gov.tw/,AA,108/11/26,啟用
1915,376451513A,苗栗縣苑裡鎮戶政事務所,苗栗縣苑裡鎮戶政事務所,https://yuanli.house.miaoli.gov.tw/,AA,108/11/26,啟用
1916,376456700A,苗栗縣獅潭鄉公所,苗栗縣獅潭鄉公所,https://www.stan.gov.tw/,AA,108/11/26,啟用
1917,376451519A,苗栗縣頭份市戶政事務所,苗栗縣頭份市戶政事務所,https://toufen.house.miaoli.gov.tw/,AA,108/11/26,啟用
1918,376456200A,苗栗縣頭屋鄉公所,苗栗縣頭屋鄉公所,https://www.touwu.gov.tw/,AA,108/11/26,啟用
1919,376451512A,苗栗縣通霄鎮戶政事務所,苗栗縣通霄鎮戶政事務所,https://tongsiao.house.miaoli.gov.tw/,AA,108/11/26,啟用
1920,376450000A,苗栗縣政府,苗栗縣身心障礙發展中心,https://barrier.miaoli.gov.tw/,AA,108/11/26,啟用
1921,376451501A,苗栗縣苗栗市戶政事務所,苗栗縣苗栗市戶政事務所,https://miaoli.house.miaoli.gov.tw/,AA,108/11/26,啟用
1922,376455900A,苗栗縣公館鄉公所,苗栗縣公館鄉公所,https://www.kungkuan.gov.tw/,AA,108/11/26,啟用
1923,376455600A,苗栗縣後龍鎮公所,苗栗縣後龍鎮公所,https://www.houlong.gov.tw/,AA,108/11/26,啟用
1924,376456000A,苗栗縣銅鑼鄉公所,苗栗縣銅鑼鄉公所,https://www.tongluo.gov.tw/,AA,108/11/26,啟用
1925,376455700A,苗栗縣卓蘭鎮公所,苗栗縣卓蘭鎮公所,https://www.juolan.gov.tw/,AA,108/11/26,啟用
1926,376456800A,苗栗縣泰安鄉公所,苗栗縣泰安鄉公所,https://www.taian.gov.tw/,AA,108/11/26,啟用
1927,376455400A,苗栗縣竹南鎮公所,苗栗縣竹南鎮公所,https://www.chunan.gov.tw/,AA,108/11/26,啟用
1928,376456300A,苗栗縣三義鄉公所,苗栗縣三義鄉公所,https://www.sanyi.gov.tw/,AA,108/11/26,啟用
1929,376455800A,苗栗縣大湖鄉公所,苗栗縣大湖鄉公所,https://www.dahu.gov.tw/,AA,108/11/26,啟用
1930,376456500A,苗栗縣造橋鄉公所,苗栗縣造橋鄉公所,https://www.tch.gov.tw/,AA,108/11/26,啟用
1931,310060000Q,國立雲林科技大學,國立雲林科技大學全球資訊網,https://www.yuntech.edu.tw,AA,108/11/27,啟用
1932,310902400Q,臺北醫學大學,臺北醫學大學,http://www.tmu.edu.tw,AA,108/11/27,啟用
1933,387270100I,臺中市動物保護防疫處,Taichung City Animal Protection,https://english.animal.taichung.gov.tw/,A,108/11/28,啟用
1934,601000000A,考選部,考選部公報資訊網,https://gazette.moex.gov.tw/,AA,108/11/28,啟用
1935,A21020000I,衛生福利部食品藥物管理署,食品藥物管理署機關網站,https://www.fda.gov.tw,A,108/11/28,啟用
1936,9520013003,桃園農田水利會,桃園農田水利會池塘管理與展示,https://ai.tia.org.tw/PondSystem,AA,108/11/28,啟用
1937,A11046800F,法務部矯正署岩灣技能訓練所,法務部矯正署岩灣技能訓練所,https://www.ywv.moj.gov.tw/,A,108/11/28,啟用
1938,382140000I,新北市政府衛生局,新北市政府衛生局「新北動健康」資訊平臺,https://f4a.tw/v3/,AA,108/11/29,啟用
1939,315081800H,交通部觀光局東北角暨宜蘭海岸國家風景區管理處,東北角暨宜蘭海岸國家風景區觀光資訊網,https://www.necoast-nsa.gov.tw/,AA,108/11/29,啟用
1940,382040000E,新北市政府教育局,新北市永續環境教育中心,https://www.sdec.ntpc.edu.tw/,AA,108/11/29,啟用
1941,310943200R,耕莘健康管理專科學校,耕莘健康管理專科學校,https://www.ctcn.edu.tw/,AA,108/11/29,啟用
1942,376550000A,花蓮縣政府,花蓮交通e點通,https://traffic.hl.gov.tw/,AA,108/11/29,啟用
1943,309200104P,國立臺灣大學醫學院附設醫院新竹分院,國立台灣大學醫學院附設醫院新竹分院院外網,https://www.hch.gov.tw/,A,108/11/29,啟用
1944,0,民間團體,國家高速網路與計算中心,https://www.nchc.org.tw/,AA,108/11/29,啟用
1945,379670000G,臺北市政府產業發展局,臺北市政府產業發展局-北投士林科技園區科專用地媒合平台,http://bstp.gov.taipei/,A,108/11/29,啟用
1946,701000000A,審計部,審計部全球資訊網,https://www.audit.gov.tw,AA,108/11/29,啟用
1947,376480000A,南投縣政府,南投縣政府縣政公報資訊網,https://paper.nantou.gov.tw,AA,108/11/29,啟用
1948,379110100G,臺北市政府工務局新建工程處,臺北市道路管線暨資訊中心,https://dig.nco.taipei/TpdigF,AA,108/11/29,啟用
1949,345250000G,行政院農業委員會家畜衛生試驗所,行政院農業委員會家畜衛生試驗所中文官網,https://www.nvri.gov.tw/,AA,108/11/29,啟用
1950,397510000A,高雄市鹽埕區公所,高雄市鹽埕區公所,https://yancheng.kcg.gov.tw,AA,108/11/29,啟用
1951,310902600Q,龍華科技大學,龍華科技大學機械工程系,http://web.me.lhu.edu.tw,A,108/12/2,啟用
1952,376530000A,屏東縣政府,屏東縣政府社會福利e點靈,https://socmap.pthg.gov.tw/pt1w,AA,108/12/2,啟用
1953,A25000000E,文化部,文化部所屬國臺交之青少年音樂營網站,https://ntsocamp.culture.tw,AA,108/12/2,啟用
1954,376451515A,苗栗縣卓蘭鎮戶政事務所,苗栗縣卓蘭鎮戶政事務所,https://jhuolan.house.miaoli.gov.tw/,AA,108/12/2,啟用
1955,376450000A,苗栗縣政府,苗栗縣原住民事務中心,https://cipa.miaoli.gov.tw/,AA,108/12/2,啟用
1956,376450000A,苗栗縣政府,苗栗縣立體育場,https://stadium.miaoli.gov.tw/,AA,108/12/2,啟用
1957,376451503A,苗栗縣銅鑼鄉戶政事務所,苗栗縣銅鑼鄉戶政事務所,https://tongluo.house.miaoli.gov.tw/,AA,108/12/2,啟用
1958,376440000A,新竹縣政府,新竹縣政府戶政服務網,https://w3.hsinchu.gov.tw/house/main,A,108/12/2,啟用
1959,376451502A,苗栗縣公館鄉戶政事務所,苗栗縣公館鄉戶政事務所,https://gongguan.house.miaoli.gov.tw/,AA,108/12/2,啟用
1960,376450000A,苗栗縣政府,1999苗栗縣民當家熱線,https://1999.miaoli.gov.tw/,AA,108/12/2,啟用
1961,376451516A,苗栗縣大湖鄉戶政事務所,苗栗縣大湖鄉戶政事務所,https://dahu.house.miaoli.gov.tw/,AA,108/12/2,啟用
1962,376450000A,苗栗縣政府,苗栗縣動物保護防疫所,https://animal.miaoli.gov.tw/,AA,108/12/2,啟用
1963,376450000A,苗栗縣政府,苗栗縣媒體事務中心,https://media.miaoli.gov.tw/,AA,108/12/2,啟用
1964,376455100A,苗栗縣苗栗市公所,苗栗縣苗栗市公所,https://www.mlcg.gov.tw/,AA,108/12/2,啟用
1965,301060000C,內政部消防署,內政部消防署消防防災館,https://www.tfdp.com.tw/,AA,108/12/3,啟用
1966,A07000100D,財政部財政人員訓練所,財政部財政人員訓練所全球資訊網,https://www.mofti.gov.tw,AA,108/12/3,啟用
1967,A11042100F,法務部矯正署基隆監獄,法務部矯正署基隆監獄,https://www.klp.moj.gov.tw,A,108/12/3,啟用
1968,376451504A,苗栗縣三義鄉戶政事務所,苗栗縣三義鄉戶政事務所,https://sanyi.house.miaoli.gov.tw/,AA,108/12/3,啟用
1969,376451514A,苗栗縣西湖鄉戶政事務所,苗栗縣西湖鄉戶政事務所,https://sihu.house.miaoli.gov.tw/,AA,108/12/3,啟用
1970,376451510A,苗栗縣造橋鄉戶政事務所,苗栗縣造橋鄉戶政事務所,https://zaociao.house.miaoli.gov.tw/,AA,108/12/3,啟用
1971,395530000A,臺南市北區區公所,臺南市北區區公所全球資訊網,https://www.tnnorth.gov.tw,AA,108/12/3,啟用
1972,376451508A,苗栗縣南庄鄉戶政事務所,苗栗縣南庄鄉戶政事務所,https://nanjhuang.house.miaoli.gov.tw/,AA,108/12/3,啟用
1973,376450000A,苗栗縣政府,苗栗縣大湖地政事務所,https://dahu.land.miaoli.gov.tw/,AA,108/12/3,啟用
1974,376450000A,苗栗縣政府,苗栗縣頭份地政事務所,https://toufen.land.miaoli.gov.tw/,AA,108/12/3,啟用
1975,376450000A,苗栗縣政府,苗栗縣竹南地政事務所,https://jhunan.land.miaoli.gov.tw/,AA,108/12/3,啟用
1976,395820000A,臺南市左鎮區公所,臺南市左鎮區公所,https://web.tainan.gov.tw/ZuojhenDistrict,AA,108/12/3,啟用
1977,395580000A,臺南市鹽水區公所,臺南市政府區公所-鹽水區公所,https://web.tainan.gov.tw/ysdo/,AA,108/12/3,啟用
1978,376601900C,嘉義市政府消防局,嘉義市政府消防局-嘉義市防災資訊網,http://dpinfo.chiayi.gov.tw,AA,108/12/3,啟用
1979,376582000C,新竹市消防局,新竹市消防局,https://www.hcfd.gov.tw/,A,108/12/4,啟用
1980,376485700A,南投縣鹿谷鄉公所,南投縣鹿谷鄉公所全球資訊網,https://www.lugu.gov.tw/,AA,108/12/4,啟用
1981,A11020600F,法務部行政執行署臺中分署,法務部行政執行署臺中分署全球資訊網,https://www.tcy.moj.gov.tw/,A,108/12/4,啟用
1982,313310000K,台灣電力股份有限公司,永續發展專區-台灣電力股份有限公司,https://csr.taipower.com.tw,A,108/12/4,啟用
1983,315271100H,交通部公路總局西部濱海公路北區臨時工程處,馬祖大橋網站,https://pweb.ceci.com.tw/Matsu/,AA,108/12/4,啟用
1984,9520019003,嘉南農田水利會,臺灣嘉南農田水利會水情展示平台,https://freego.chianan.gov.tw/,AA,108/12/5,啟用
1985,A25030000E,國立傳統藝術中心,國立傳統藝術中心,https://www.ncfta.gov.tw ,A,108/12/5,啟用
1986,395026400A,臺南市佳里戶政事務所,臺南市佳里戶政事務所,https://jiali.tainan.gov.tw/,AA,108/12/5,啟用
1987,A25120000E,國家人權博物館,國際人權博物館聯盟-亞太分會 (FIHRM-AP)官方網站,https://fihrmap.nhrm.gov.tw/,AA,108/12/6,啟用
1988,382150000I,新北市政府環境保護局,八里垃圾焚化廠,http://baliplant.epd.ntpc.net.tw/,A,108/12/6,啟用
1989,A07050000D,財政部北區國稅局,財政部北區國稅局,https://www.ntbna.gov.tw/,AA,108/12/6,啟用
1990,A07070000D,財政部南區國稅局,財政部南區國稅局全球資訊網,https://www.ntbsa.gov.tw,AA,108/12/6,啟用
1991,301021400G,台江國家公園管理處,台江國家公園管理處機關入口網站,https://www.tjnp.gov.tw,AA,108/12/6,啟用
1992,A25050000E,國立中正紀念堂管理處,國立中正紀念堂全球資訊網,https://www.cksmh.gov.tw/,A,108/12/6,啟用
1993,369000000H,國家通訊傳播委員會,國家通訊傳播委員會國際通傳產業動態觀測網,https://intlfocus.ncc.gov.tw/,AA,108/12/6,啟用
1994,376420400A,宜蘭縣宜蘭地政事務所,宜蘭縣宜蘭地政事務所全球資訊網,https://ilanland.e-land.gov.tw,AA,108/12/6,啟用
1995,379082200Y,臺北市南港區東新國民小學,臺北市南港區東新國小,http://www3.thes.tp.edu.tw/,AA,108/12/6,啟用
1996,A07060000D,財政部中區國稅局,財政部中區國稅局全球資訊網,https://www.ntbca.gov.tw/,AA,108/12/6,啟用
1997,A07040000D,財政部高雄國稅局,財政部高雄國稅局全球資訊網,https://www.ntbk.gov.tw,AA,108/12/6,啟用
1998,382270400I,新北市政府動物保護防疫處,新北市政府動物保護防疫處官方網站,https://www.ahiqo.ntpc.gov.tw,AA,108/12/6,啟用
1999,313020000G,經濟部工業局,經濟部工業局AI智慧應用服務網,https://aihub.org.tw,A,108/12/6,啟用
2000,395026300A,臺南市歸仁戶政事務所,臺南市歸仁戶政事務所,https://web.tainan.gov.tw/Gueiren,AA,108/12/6,啟用
2001,379570000A,臺北市政府消防局,臺北市政府消防局住警器資訊網,https://www.rfd119.tfd.gov.tw,A,108/12/6,啟用
2002,395026700A,臺南市善化戶政事務所,臺南市善化戶政事務所,https://shanhua.tainan.gov.tw,AA,108/12/6,啟用
2003,A51010000P,臺北榮民總醫院,臺北榮民總醫院數位院史廳,https://vghtpehh.vghtpe.gov.tw/,AA,108/12/9,啟用
2004,A25040000E,國立國父紀念館,國立國父紀念館全球資訊網,https://www.yatsen.gov.tw,A,108/12/9,啟用
